dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2019-04-06T14:32:14.352Z,Concedida licencia para la construcción de un nuevo concesionario en El Campón,El concejal de Infraestructuras\, Urbanismo y Vivienda\, César Díaz\, ha anunciado que el nuevo establecimiento supondrá una inversión total de 6 millones de euros.,//santander.es/contenido/noticia/concedida-licencia-construccion-nuevo-concesionario-campon,17-03-2019 09:51,http://datos.santander.es/api/datos/noticias_urbanismo/concedida-licencia-para-la-construccion-de-un-nuevo-concesionario-en-el-campon.csv
2019-04-06T14:32:14.345Z,Finaliza el asfaltado de Canalejas\, que luce ya firme totalmente renovado,Los trabajos forman parte de un plan que contempla una inversión global de más de 1\,4 millones de euros para la mejora de 40 viales,//santander.es/contenido/noticia/finaliza-asfaltado-canalejas-luce-ya-firme-totalmente-renovado,18-03-2019 17:18,http://datos.santander.es/api/datos/noticias_urbanismo/finaliza-el-asfaltado-de-canalejas-que-luce-ya-firme-totalmente-renovado.csv
2019-04-06T14:32:14.343Z,El proyecto definitivo para reabrir el antiguo túnel de Tetuán se licitará esta primavera,La alcaldesa ha presentado a vecinos y hosteleros el proyecto final\, que prevé actuar en una longitud total de casi 700 metros\, incluidos los 300 metros de túnel y la urbanización del entorno en sus dos accesos,//santander.es/noticia/proyecto-definitivo-reabrir-antiguo-tunel-tetuan-se-licitara-esta-primavera,20-03-2019 15:15,http://datos.santander.es/api/datos/noticias_urbanismo/el-proyecto-definitivo-para-reabrir-el-antiguo-tunel-de-tetuan-se-licitara-esta-primavera.csv
2019-04-06T14:32:14.341Z,El Ayuntamiento invertirá cerca de 340.000 euros en la urbanización de la calle Peña Labra,Así se lo ha trasladado la alcaldesa al presidente de la Asociación de Empresarios de Candina y una treintena de empresarios de ese polígono\, con quienes ha mantenido esta mañana una reunión de trabajo,//santander.es/contenido/noticia/ayuntamiento-invertira-cerca-340-000-euros-urbanizacion-calle-pena-labra,21-03-2019 16:45,http://datos.santander.es/api/datos/noticias_urbanismo/el-ayuntamiento-invertira-cerca-de-340-000-euros-en-la-urbanizacion-de-la-calle-pena-labra.csv
2019-04-06T14:32:14.339Z,La obra de la calle Sol afronta su última fase con el asfaltado e instalación de mobiliario urbano,La previsión es que la próxima semana finalicen los trabajos y se reabra la calle totalmente al tráfico rodado y peatonal,//santander.es/noticia/obra-calle-sol-afronta-ultima-fase-asfaltado-instalacion-mobiliario-urbano,21-03-2019 18:30,http://datos.santander.es/api/datos/noticias_urbanismo/la-obra-de-la-calle-sol-afronta-su-ultima-fase-con-el-asfaltado-e-instalacion-de-mobiliario-urbano.csv
2019-04-06T14:32:14.338Z,Concedida licencia para la remodelación de las Dependencias Capitulares de la Catedral,El proyecto cuenta con un presupuesto superior a los 2\,5 millones de euros y permitirá habilitar las Dependencias Capitulares como Sala de Exposiciones y usos múltiples\, Archivo Catedralicio y Diocesano\, y Sala de Consultas e Investigación,//santander.es/contenido/noticia/concedida-licencia-remodelacion-dependencias-capitulares-catedral,26-03-2019 18:54,http://datos.santander.es/api/datos/noticias_urbanismo/concedida-licencia-para-la-remodelacion-de-las-dependencias-capitulares-de-la-catedral.csv
2019-04-06T14:32:14.337Z,La mesa de contratación propone adjudicar a Senor la renovación urbana de Beato de Liébana y entorno,La actuación\, que cuenta con un plazo de ejecución de 4 meses\, responde a una demanda vecinal y se espera que las obras puedan comenzar esta misma primavera,//santander.es/contenido/noticia/mesa-contratacion-propone-adjudicar-senor-renovacion-urbana-beato-liebana-entorno,29-03-2019 14:56,http://datos.santander.es/api/datos/noticias_urbanismo/la-mesa-de-contratacion-propone-adjudicar-a-senor-la-renovacion-urbana-de-beato-de-liebana-y-entorno.csv
2019-04-06T14:32:14.336Z,Aprob. Definitiva Proyecto Compensación de la Unidad de Actuación delimitada en el Area de Reparto 5\, en calle La Llanilla 67,La Junta de Gobierno Local de fecha 19 de marzo de 2019 aprobó definitivamente el Proyecto de Compensación de la Unidad de Actuación delimitada en el Área de Reparto 5\, en la calle la Llanilla nº 67\, a instancias de Susana San Miguel Bolado.,//santander.es/contenido/noticia/aprob-definitiva-proyecto-compensacion-unidad-actuacion-delimitada-area-reparto-5-calle-llanilla-67,03-04-2019 12:47,http://datos.santander.es/api/datos/noticias_urbanismo/aprob-definitiva-proyecto-compensacion-de-la-unidad-de-actuacion-delimitada-en-el-area-de-reparto-5-en-calle-la-llanilla-67.csv
2019-04-06T14:32:14.335Z,Las obras de la calle Manuel Ruiz de Quevedo comenzarán en las próximas semanas,Han sido adjudicadas a Teginser por 1.015.000 euros y tendrán un plazo de ejecución de 8 meses,//santander.es/contenido/noticia/obras-calle-manuel-ruiz-quevedo-comenzaran-proximas-semanas,03-04-2019 19:16,http://datos.santander.es/api/datos/noticias_urbanismo/las-obras-de-la-calle-manuel-ruiz-de-quevedo-comenzaran-en-las-proximas-semanas.csv
2019-04-06T14:32:14.333Z,Estudio de Detalle en Barrio La Sierra,Estudio de Detalle para implantación de establecimiento comercial en C/ República Checa,//santander.es/contenido/noticia/estudio-detalle-barrio-sierra,04-04-2019 12:26,http://datos.santander.es/api/datos/noticias_urbanismo/estudio-de-detalle-en-barrio-la-sierra.csv
